prod_id,ages,piece_count,set_name,prod_desc,prod_long_desc,theme_name,country,list_price,num_reviews,play_star_rating,review_difficulty,star_rating,val_star_rating
21138,6-14,-0.5232574048459971,The Melon Farm,blah,blahblah,Minecraft™,GB,18.186,-0.36193172057341866,1.0874067240945555,Easy,-0.46022156900625505,-2.4573182156460187
71020,5+,-0.5966444551231445,THE LEGO® BATMAN MOVIE Series 2,blah,blahblah,Minifigures,GB,4.186,-0.1261240236449592,-0.1324729349844937,Very Easy,0.576115946550998,-0.36501011467749017
71021,5+,-0.5978475215211304,Series 18: Party,blah,blahblah,Minifigures,GB,4.186,-0.09992316843068594,0.21606411046666346,Very Easy,0.16158094032809642,0.11783021631524704
70357,9-14,1.1093036972210324,Knighton Castle,blah,blahblah,NEXO KNIGHTS™,GB,153.986,-0.33573086535914537,-4.140648957672797,Challenging,-3.983769121900915,-3.905839208624232
72006,8-14,0.12038311807652369,Axl's Rolling Arsenal,blah,blahblah,NEXO KNIGHTS™,GB,83.986,-0.3881325757876919,-0.1324729349844937,Challenging,-1.0820240783406065,-0.36501011467749017
72005,8-14,0.07827579414701298,Aaron's X-bow,blah,blahblah,NEXO KNIGHTS™,GB,69.986,,0.21606411046666346,unknown,0.16158094032809642,0.11783021631524704
72004,8-14,0.002482611073893699,Tech Wizard Showdown,blah,blahblah,NEXO KNIGHTS™,GB,55.986000000000004,-0.3881325757876919,1.0874067240945555,Average,0.9906509527738996,1.2444576552983015
72003,8-14,-0.16233748545019108,Berserker Bomber,blah,blahblah,NEXO KNIGHTS™,GB,41.986000000000004,,0.21606411046666346,unknown,0.16158094032809642,0.11783021631524704
72002,7-14,-0.3764833042917027,Twinfector,blah,blahblah,NEXO KNIGHTS™,GB,27.986,-0.44053428621623847,-0.6552785031612287,Easy,0.9906509527738996,-1.9744778846532818
72001,7-14,-0.3452035779440662,Lance's Hover Jouster,blah,blahblah,NEXO KNIGHTS™,GB,27.986,,0.21606411046666346,unknown,0.16158094032809642,0.11783021631524704
70620,16+,5.2490551726909285,NINJAGO® City,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,GB,363.986,1.838940117425536,0.7388696786433984,Challenging,0.7833834496624497,0.9225641013031428
70618,9-14,2.154768397070884,Destiny's Bounty,blah,blahblah,THE LEGO® NINJAGO® MOVIE™,GB,153.986,0.8957093297116984,0.5646011559178206,Challenging,0.7833834496624497,0.9225641013031428
70656,9-14,0.3922761240213643,"garmadon, Garmadon, GARMADON!",blah,blahblah,THE LEGO® NINJAGO® MOVIE™,GB,111.986,-0.2309274445020523,0.39033263319224126,Average,0.7833834496624497,0.9225641013031428
